...1,text,gpt_out,out
1013,"Person sitting down, facing the left, Kind of like he's looking down, Foot is facing left, Knees kind of make a triangle shape, sad boy lol, yeah he does look sad","Person sitting down, facing the left,  looking down, Foot is facing left, Knees kind of make a triangle shape, sad boy","Person sitting down, facing the left, Kind of like he's looking down, Foot is facing left, Knees kind of make a triangle shape, sad boy [-lol, yeah he does look sad-]"
1014,"This is the only one with a headpiece, Looks like a ribbon or ears, Sitting and facing to the right, It reminds me of someone wearing a headband with bunny ears","the only one with a headpiece,  a ribbon or ears, Sitting and facing to the right, reminds me of someone wearing a headband with bunny ears","[-This is-]the only one with a headpiece, Looks like a ribbon or ears, Sitting and facing to the right, [-It-] reminds me of someone wearing a headband with bunny ears"
1015,"Kind of like Two diamonds at the top, But the lower one is partially covered, It looks like there's one triangle arm extended to the right, There are no hands up, No, not like a bean, The bottom left is triangular shaped, completely black, Right side is jagged, Bottom left is 90 degrees","Two diamonds at the top, lower one is partially covered, one triangle arm extended to the right, no hands up, bottom left is triangular shaped, completely black, right side is jagged, bottom left is 90 degrees","[-Kind of like-]Two diamonds at the top, [-But the-] lower one is partially covered, [-It looks like there's-] one triangle arm extended to the right, [-There are-] no hands up, [-No, not like a bean, The-] bottom left is triangular shaped, completely black, [-Right-] {+right+} side is jagged, [-Bottom-] {+bottom+} left is 90 degrees"
1016,"There's a diamond shaped head with a triangle hanging off of it, Triangle is to the right, The bottom left is a small triangle, And the bottom right is a right angle, The triangle next to the head is surrounded by empty space, To the right of the head","diamond shaped head with a triangle hanging off of it, Triangle is to the right, small triangle on the bottom left, right angle on the bottom right, triangle next to the head is surrounded by empty space, to the right of the head","[-There's a-]diamond shaped head with a triangle hanging off of it, Triangle is to the right, [-The bottom left is a-] small [-triangle, And-] {+triangle on+} the bottom {+left,+} right [-is a right angle, The-] {+angle on the bottom right,+} triangle next to the head is surrounded by empty space, [-To-] {+to+} the right of the head"
1017,"Looks like a bean, or a dude wrapped up in a blanked, blanket, a baby yeah, like a baby wrapped up, Not in any of the corners, Yes, the bottom right sticks out a little, To the right"," a bean, a dude wrapped up in a blanket, a baby wrapped up, Not in any of the corners, , the bottom right sticks out a little, To the right","Looks like a bean, [-or-] a dude wrapped up in a [-blanked,-] blanket, a baby [-yeah, like a baby-] wrapped up, Not in any of the corners, [-Yes,-] {+,+} the bottom right sticks out a little, To the right"
1018,"okay so it's the one with the fat leg, the square with the triangle, and a mini triangle on the left","the one with the fat leg, the square with the triangle, a mini triangle on the left","[-okay so it's-]the one with the fat leg, the square with the triangle, [-and-] a mini triangle on the left"
1019,"okay so it's the beggar guy with his foot up, with the two diamonds, hands to the right, on his knees, foot pointing up]","the beggar guy with his foot up, with the two diamonds, hands to the right, on his knees, foot pointing up","[-okay so it's-]the beggar guy with his foot up, with the two diamonds, hands to the right, on his knees, foot pointing [-up]-] {+up+}"
1020,it's the bunny ears,the bunny ears,[-it's-]the bunny ears
1021,"okay so similar to beggar guy but no foot pointing up, it's like a zigzag, standing","similar to beggar guy but no foot pointing up, like a zigzag, standing","[-okay so-]similar to beggar guy but no foot pointing up, [-it's-] like a zigzag, standing"
1022,"i think we called this one monk, he's like holding something to the left, diamond head, right side is straight","holding something to the left, diamond head, right side is straight","[-i think we called this one monk, he's like-]holding something to the left, diamond head, right side is straight"
1023,"sad boi, yeah with his knee out","sad boi, with his knee out","sad boi, [-yeah-] with his knee out"
1024,"uh so both legs are on the left, square head looks like it's falling off","both legs are on the left, ""square head looks like its falling off""","[-uh so-]both legs are on the left, [-square-] {+""square+} head looks like [-it's-] {+its+} falling [-off-] {+off""+}"
1025,"guy falling, both arms outstretched","guy falling, both arms outstretched","guy falling, both arms outstretched"
1026,baby wrapped up,baby wrapped up,baby wrapped up
1027,"so left side is fully straight, right side is jagged, diamond head, chonk","left side is fully straight, right side is jagged, diamond head, chonk","[-so-]left side is fully straight, right side is jagged, diamond head, chonk"
1028,"uhhh this one has two triangles dangling on the right side, and a square head","two triangles dangling on the right side, a square head","[-uhhh this one has-]two triangles dangling on the right side, [-and-] a square head"
1029,ballerina,ballerina,ballerina
1030,monk,monk,monk
1031,BUNNY,BUNNY,BUNNY
1032,sad boy,sad boy,sad boy
1033,guy falling,guy falling,guy falling
1034,"head on the middle, leg on left, bottom right has a 90 degree angle what were we calling it, both arms are looking like stretched, has a gap between both arms right under the head, no not the monk, the other one, not the monnk the other one, whats the code name","head on the middle, leg on left, bottom right has a 90 degree angle, both arms are  stretched, has a gap between both arms right under the head","head on the middle, leg on left, bottom right has a 90 degree [-angle what were we calling it,-] {+angle,+} both arms are looking like stretched, has a gap between both arms right under the [-head, no not the monk, the other one, not the monnk the other one, whats the code name-] {+head+}"
1035,"The beggar with no foot coming out from the left, zigzag it is","The beggar with no foot coming out from the left, zigzag it is","The beggar with no foot coming out from the left, zigzag it is"
1036,fat guy,fat guy,fat guy
1037,"a fat long leg on the left, tiny triangular leg on right, facing left","a fat long leg on the left, tiny triangular leg on right, facing left","a fat long leg on the left, tiny triangular leg on right, facing left"
1038,baby wrapped,baby wrapped,baby wrapped
1039,"begger with foot coming out, the other one as zigzag, ummmm, remember the zigzag it looks exactly like it, just has a leg upwards at left side","begger with foot coming out, the other one as zigzag, remember the zigzag it looks exactly like it, just has a leg upwards at left side","begger with foot coming out, the other one as zigzag, [-ummmm,-] remember the zigzag it looks exactly like it, just has a leg upwards at left side"
1040,ballerina,ballerina,ballerina
1041,falling head,falling head,falling head
1042,"monk, facing left","monk, facing left","monk, facing left"
1043,bunny,bunny,bunny
1044,"falling guy, walking left, head on right","falling guy, walking left, head on right","falling guy, walking left, head on right"
1045,chonker here,chonker here,chonker here
1046,"beggar facing right, on knees right angle on bottom left","beggar facing right, on knees, right angle on bottom left","beggar facing right, on [-knees-] {+knees,+} right angle on bottom left"
1047,"other beggar prayer on knees facing right has hands close to face, right angle in bottom right, small foot on left, (triangle), mini triangle for his foot on the left yeah, not zigzag, he is fully kneeling","other beggar prayer on knees facing right, has hands close to face, right angle in bottom right, small foot on left, (triangle), mini triangle for his foot on the left, he is fully kneeling","other beggar prayer on knees facing [-right-] {+right,+} has hands close to face, right angle in bottom right, small foot on left, (triangle), mini triangle for his foot on the [-left yeah, not zigzag,-] {+left,+} he is fully kneeling"
1048,zigzag,zigzag,zigzag
1049,ballerina,ballerina,ballerina
1050,falling guy,falling guy,falling guy
1051,"the dancer kinda person that has the fat leg to the left, looking skyward to right, small foot on right, yes one for hand and one for foot","the dancer kinda person that has the fat leg to the left, looking skyward to right, small foot on right,  one for hand and one for foot","the dancer kinda person that has the fat leg to the left, looking skyward to right, small foot on right, [-yes-]  one for hand and one for foot"
1052,sad boy,sad boy,sad boy
1053,baby bean,baby bean,baby bean
1054,guy falling backwards with arms outstretched,guy falling backwards with arms outstretched,guy falling backwards with arms outstretched
1055,monk,monk,monk
1056,sad boy,sad boy,sad boy
1057,"beggar facing right with two diamonds at top, bottom left is a right angle, yes foot on the left","beggar facing right, two diamonds at top, bottom left is a right angle, foot on the left","beggar facing [-right with-] {+right,+} two diamonds at top, bottom left is a right angle, [-yes-] foot on the left"
1058,baby bean,baby bean,baby bean
1059,ballerina,ballerina,ballerina
1060,bunny,bunny,bunny
1061,"fat leg, facing skywards and to the right, right arm and right leg are small triangles","fat leg, facing skywards and to the right, right arm and right leg are small triangles","fat leg, facing skywards and to the right, right arm and right leg are small triangles"
1062,"the one with the mini triangle on bottom left, right angle on bottom right","the one with the mini triangle on bottom left, right angle on bottom right","the one with the mini triangle on bottom left, right angle on bottom right"
1063,"two feet pointing to the left, one is lifted up, falling head on the right yeah","two feet pointing to the left, one is lifted up, falling head on the right","two feet pointing to the left, one is lifted up, falling head on the right [-yeah-]"
1064,zigzag,zigzag,zigzag
1065,chonky,chonky,chonky
1066,"both legs to the left, falling head, NA","both legs to the left, falling head","both legs to the left, falling [-head, NA-] {+head+}"
1067,chonk,chonk,chonk
1068,"beggar on his knees, foot on the left, right angle on the left","beggar on his knees, foot on the left, right angle on the left","beggar on his knees, foot on the left, right angle on the left"
1069,monk,monk,monk
1070,"beggar guy, zigzag","beggar guy, zigzag","beggar guy, zigzag"
1071,bunny,bunny,bunny
1072,"falling guy, arms outstretched","falling guy, arms outstretched","falling guy, arms outstretched"
1073,"mini triangle bottom left, right angle on the bottom right","mini triangle bottom left, right angle on the bottom right","mini triangle bottom left, right angle on the bottom right"
1074,sad guy :(,sad guy,sad guy [-:(-]
1075,baby bean,baby bean,baby bean
1076,"two mini triangles on the right, fat leg","two mini triangles on the right, fat leg","two mini triangles on the right, fat leg"
1077,ballerina,ballerina,ballerina
1078,"triangle at the bottom, right angled triangle above, 2 rotated squares on top of that They are touching on their points","triangle at the bottom, right angled triangle above, 2 rotated squares on top of that, They are touching on their points","triangle at the bottom, right angled triangle above, 2 rotated squares on top of [-that-] {+that,+} They are touching on their points"
1079,"This one looks like a person sat down Their head is a rotated square, They look as if they are sad so the head is tilted down, 1 knee up no bunny ears","a person sat down, Their head is a rotated square,  they are sad so the head is tilted down, 1 knee up no bunny ears","[-This one looks like-]a person sat [-down-] {+down,+} Their head is a rotated square, They look as if they are sad so the head is tilted down, 1 knee up no bunny ears"
1080,"Looks like a letter 'i', no hand it is just a head and a body, more like a baby that has been swaddled in a blanket","a letter ""i"", just a head and a body, more like a baby that has been swaddled in a blanket","[-Looks like-]a letter [-'i', no hand it is-] {+""i"",+} just a head and a body, more like a baby that has been swaddled in a blanket"
1081,"square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side, There appears to be a foot too","square rotated head, The point is touching a straight line, that shape is not a regular shape, 1 arm is reaching out to the side, There appears to be a foot too","square rotated [-head-] {+head,+} The point is touching a straight [-line and-] {+line,+} that shape is not a regular [-shape It looks as if-] {+shape,+} 1 arm is reaching out to the side, There appears to be a foot too"
1082,"This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side, no their knees are not bent they are straight","a religious person giving a sermon speech, they are holding a book to one side, their knees are not bent they are straight","[-This picture looks like-]a religious person giving a sermon [-speech They look as if-] {+speech,+} they are holding a book to one side, [-no-] their knees are not bent they are straight"
1083,"Looks like someone ice skating, there arms are out in front of them and they have one leg lifted off the ground, yes to 90 degrees","someone ice skating, arms are out in front of them, one leg lifted off the ground, 90 degrees","[-Looks like-]someone ice skating, [-there-] arms are out in front of [-them and they have-] {+them,+} one leg lifted off the ground, [-yes to-] 90 degrees"
1084,"Rotated square at the top, a triangle is touching it's point They are touching another triangle, this picture looks like an animal sat down","Rotated square at the top, a triangle is touching its point, They are touching another triangle,  an animal sat down","Rotated square at the top, a triangle is touching [-it's point-] {+its point,+} They are touching another triangle, this picture looks like an animal sat down"
1085,This looks like a person giving a speech from a book again but this time with knees bent,a person giving a speech from a book again but this time with knees bent,[-This looks like-]a person giving a speech from a book again but this time with knees bent
1086,This looks like a person with their arms raised up,a person with their arms raised up,[-This looks like-]a person with their arms raised up
1087,"This one has a square on the left ( ear 1 ) and a 4 sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down, it connects to a bigger 4 sided shape at the bottom (trapezium ) with a smaller triangle on the right hand side, kind of looks like a dog to me","a square on the left ( ear 1 ), a 4 sided shape on the right (ear 2), another shape that looks like a rectangle going down, connects to a bigger 4 sided shape at the bottom (trapezium), a smaller triangle on the right hand side, a dog","[-This one has-]a square on the left ( ear 1 [-) and-] {+),+} a 4 sided shape on the right (ear [-2) it then has-] {+2),+} another shape that looks like a rectangle going down, [-it-] connects to a bigger 4 sided shape at the bottom [-(trapezium ) with-] {+(trapezium),+} a smaller triangle on the right hand side, kind of looks like a dog to me"
1088,"This one looks like a person dancing They have one foot on the floor and another foot is raised, their ears are made from a square shape, and then another 4 sided shape","a person dancing, one foot on the floor, another foot is raised, ears are made from a square shape, another 4 sided shape","[-This one looks like-]a person [-dancing They have-] {+dancing,+} one foot on the [-floor and-] {+floor,+} another foot is raised, [-their-] ears are made from a square shape, [-and then-] another 4 sided shape"
1089,bunny ears,bunny ears,bunny ears
1090,man sat down with 1 knee up,man sat down with 1 knee up,man sat down with 1 knee up
1091,"2 squares at the top, connected at 1 point, the bottom square blends into a triangle, squares are directly above each other vertically, it's not the bent knee","2 squares at the top, connected at 1 point, the bottom square blends into a triangle, squares are directly above each other vertically","2 squares at the top, connected at 1 point, the bottom square blends into a triangle, squares are directly above each other [-vertically, it's not the bent knee-] {+vertically+}"
1092,"flailing arm, hugging, 2 arms up","flailing arm, hugging, 2 arms up","flailing arm, hugging, 2 arms up"
1093,"looks like a dog, at the top there's a square at the left and a triangle on the right they are connected to another triangle, the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram","a dog, at the top there\s a square at the left and a triangle on the right, they are connected to another triangle, the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram","[-looks like-]a dog, at the top [-there's-] {+there\s+} a square at the left and a triangle on the [-right-] {+right,+} they are connected to another triangle, the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram"
1094,"speaker, no bent knee",no bent knee,"[-speaker,-]no bent knee"
1095,"dancing man, 1 foot up, 1 down, 2 heads","dancing man, 1 foot up, 1 down, 2 heads","dancing man, 1 foot up, 1 down, 2 heads"
1096,swaddled baby,swaddled baby,swaddled baby
1097,"ice skating man, 2 arms ahead, 1 leg 90 degrees","ice skating man, 2 arms ahead, 1 leg 90 degrees","ice skating man, 2 arms ahead, 1 leg 90 degrees"
1098,bunny ears,bunny ears,bunny ears
1099,"rotated square touching a straight line, feet out pointing to the right, the left side of this object is straight all the way, except for the, head","rotated square touching a straight line, feet out pointing to the right, the left side of this object is straight all the way, except for the head","rotated square touching a straight line, feet out pointing to the right, the left side of this object is straight all the way, except for [-the,-] {+the+} head"
1100,speaker with bent knee,speaker with bent knee,speaker with bent knee
1101,"wings, man kneeling head facing down","wings, man kneeling head facing down","wings, man kneeling head facing down"
1102,ice skater,ice skater,ice skater
1103,"speaker no bent knee, knee","no bent knee, knee","[-speaker-]no bent knee, knee"
1104,dancing man,dancing man,dancing man
1105,speaker bent knees,speaker bent knees,speaker bent knees
1106,"wings, man head facing down, kneeling","wings, man head facing down, kneeling","wings, man head facing down, kneeling"
1107,the baby i,baby i,{+There is no description of+} the [-baby i-] {+image in the provided text.+}
1108,"the sad guy sitting down with knees bent up head slightly tilted up, NA",the sad guy sitting down with knees bent up head slightly tilted up,"the sad guy sitting down with knees bent up head slightly tilted [-up, NA-] {+up+}"
1109,"the one that looks like it's doing the lunge exercise, with arms up, one leg back, one foot in front on the right","its doing the lunge exercise, with arms up, one leg back, one foot in front on the right","[-the one that looks like it's-]{+its+} doing the lunge exercise, with arms up, one leg back, one foot in front on the right"
1110,horizontal line one with rotated square head,horizontal line one with rotated square head,horizontal line one with rotated square head
1111,"looks like the speaker with bent knees but he she is kneeling, we'll call it kneeling speaker","the speaker with bent knees, kneeling speaker","[-looks like-]the speaker with bent [-knees but he she is kneeling, we'll call it-] {+knees,+} kneeling speaker"
1112,bunny ears,bunny ears,bunny ears
1113,the one that wants a hug,the one that wants a hug,the one that wants a hug
1114,"wings, kneeling, head tilted down","wings, kneeling, head tilted down","wings, kneeling, head tilted down"
1115,bunny ears,bunny ears,bunny ears
1116,the one that looks like a dog, a dog,the one that looks like a dog
1117,"dancing man, two heads","dancing man, two heads","dancing man, two heads"
1118,"top has two squares, connected at a point, one under the other The second square looks like its merging into the triangle, the last speaker called it a kneeling speaking man - NOT the one with bent knees","two squares, connected at a point, one under the other, second square looks like its merging into the triangle, kneeling speaking man - NOT the one with bent knees","[-top has-]two squares, connected at a point, one under the [-other The-] {+other,+} second square looks like its merging into the triangle, [-the last speaker called it a-] kneeling speaking man - NOT the one with bent knees"
1119,"baby swaddled, looks like an i","baby swaddled, an i","baby [-swaddled, looks like an i-] {+swaddled+}"
1120,"depressed man, sitting down, one knee bent up, head tilted forward","depressed man, sitting down, one knee bent up, head tilted forward","depressed man, sitting down, one knee bent up, head tilted forward"
1121,"sermon speaker, with bent knees","sermon speaker, with bent knees","sermon speaker, with bent knees"
1122,"man going in for hug, both arms open wide","man going in for hug, both arms open wide","man going in for hug, both arms open wide"
1123,"head is rotated square, the left side a straight line","head is rotated square, the left side a straight line","head is rotated square, the left side a straight line"
1124,ice skating guy,ice skating guy,ice skating guy
1125,"man giving a sermon speaking, straight legs","man giving a sermon speaking, straight legs","man giving a sermon speaking, straight legs"
1126,dog,dog,[-dog-]{+There is no description of the image in the given text.+}
1127,dancing man,dancing man,dancing man
1128,bent speaker,bent speaker,bent speaker
1129,person trying to hug,person trying to hug,person trying to hug
1130,kneeling speaker,kneeling speaker,kneeling speaker
1131,ice skater,ice skater,ice skater
1132,"mouse, no, point of square and point of 2 different triangles touches","mouse, point of square and point of 2 different triangles touches","mouse, [-no,-] point of square and point of 2 different triangles [-touches-] {+touche's+}"
1133,bunny ears,bunny ears,bunny ears
1134,depressed man bent knee,"depressed man, bent knee","depressed [-man-] {+man,+} bent knee"
1135,speaker straight legs,straight legs,[-speaker-]straight legs
1136,square on top of horizontal line,square on top of horizontal line,square on top of horizontal line
1137,swaddled baby,swaddled baby,swaddled baby
1138,kneeling speaker,kneeling speaker,kneeling speaker
1139,dancing man,dancing man,dancing man
1140,wings,wings,wings
1141,sad man knee up,sad man knee up,sad man knee up
1142,iBaby,iBaby,[-iBaby-]{+There is no description of the image in the provided text.+}
1143,horizontal line man,"horizontal line, man","horizontal [-line-] {+line,+} man"
1144,bent knee speaker,bent knee speaker,bent knee speaker
1145,dog,dog,[-dog-]{+There is no description of the image in the given text.+}
1146,bunny ears,bunny ears,bunny ears
1147,ice skater,ice skater,ice skater
1148,hug,hug,[-hug-]{+There is no description of an image in the given text.+}
1149,speaker straight,speaker straight,[-speaker straight-]{+There is no description of the image in the given text.+}
1150,The picture is of a gentleman kneeling down with hands on lap,a gentleman kneeling down with hands on lap,[-The picture is of-]a gentleman kneeling down with hands on lap
1151,"This is an odd picture, the gentleman is lunging forward throwing hands in the air, it is difficult to make out, Also looks like a rabbit with head down and big ears","the gentleman is lunging forward throwing hands in the air, a rabbit with head down and big ears","[-This is an odd picture,-]the gentleman is lunging forward throwing hands in the air, [-it is difficult to make out, Also-] looks like a rabbit with head down and big ears"
1152,This is a pic of a guy lunging forward head high arms high one foot forward one trailing behind like he is in a dance,a guy lunging forward head high arms high one foot forward one trailing behind like he is in a dance,[-This is a pic of-]a guy lunging forward head high arms high one foot forward one trailing behind like he is in a dance
1153,"Guy stood with arms forward as though asking for something, he has his feet on the ground and not flicking up at the back","Guy stood with arms forward as though asking for something, he has his feet on the ground and not flicking up at the back","Guy stood with arms forward as though asking for something, he has his feet on the ground and not flicking up at the back"
1154,Guy sat on floor knees up feet on ground head down,Guy sat on floor knees up feet on ground head down,Guy sat on floor knees up feet on ground head down
1155,Guy one foot on floor balancing with arms out head forward and one foot held out behind him,Guy one foot on floor balancing with arms out head forward and one foot held out behind him,Guy one foot on floor balancing with arms out head forward and one foot held out behind him
1156,Looks like a guy stood straight with a matador cape one side of him,a guy stood straight with a matador cape one side of him,[-Looks like-]a guy stood straight with a matador cape one side of him
1157,"Looks like a strange guy lunged forward like walking drunk and a golf flag stuck in his back, bit like a t rex","a strange guy lunged forward like walking drunk, a golf flag stuck in his back, bit like a t rex","[-Looks like-]a strange guy lunged forward like walking [-drunk and-] {+drunk,+} a golf flag stuck in his back, bit like a t rex"
1158,"looks like a lady kneeling holding out hands and dress flicked up at the back of her, Like she's asking for food","a lady kneeling holding out hands and dress flicked up at the back of her, ""Like she's asking for food""","[-looks like-]a lady kneeling holding out hands and dress flicked up at the back of her, [-Like-] {+""Like+} she's asking for [-food-] {+food""+}"
1159,"Looks like a guy stood at a church lectern reading a bible passage, stood straight up no flick","a guy stood at a church lectern reading a bible passage, stood straight up no flick","[-Looks like-]a guy stood at a church lectern reading a bible passage, stood straight up no flick"
1160,Guy swaying celebrating as though he just scored a goal arms waving out and head to left hand side,"Guy swaying celebrating as though he just scored a goal, arms waving out, head to left hand side","Guy swaying celebrating as though he just scored a [-goal-] {+goal,+} arms waving [-out and-] {+out,+} head to left hand side"
1161,Guy moving forward one foot on ground the other his knee with arms spread out each side,"Guy moving forward one foot on ground, the other his knee, with arms spread out each side","Guy moving forward one foot on [-ground-] {+ground,+} the other his [-knee-] {+knee,+} with arms spread out each side"
1162,"man squatting with book in his hands facing right side, no flick",man squatting with book in his hands facing right side,"man squatting with book in his hands facing right [-side, no flick-] {+side+}"
1163,"hands out, ice skating on left foot facing left side","hands out, ice skating on left foot facing left side","hands out, ice skating on left foot facing left side"
1164,"Man stood up straight, looks like he is reading a book, facing left","Man stood up straight, he is reading a book, facing left","Man stood up straight, looks like he is reading a book, facing left"
1165,"man stood up straight, he looks like a big blob One hand out to the right","man stood up straight, big blob, One hand out to the right","man stood up straight, [-he looks like a-] big [-blob-] {+blob,+} One hand out to the right"
1166,"praying facing right with hands stretched out to the right, flicked tail","praying facing right with hands stretched out to the right, flicked tail","praying facing right with hands stretched out to the right, flicked tail"
1167,"walking zombie, really bad thriller dance, facing left","walking zombie, really bad thriller dance, facing left","walking zombie, really bad thriller dance, facing left"
1168,man sat on floor facing right His back is straight Has rabbit ears,"man sat on floor facing right, His back is straight, Has rabbit ears","man sat on floor facing [-right-] {+right,+} His back is [-straight-] {+straight,+} Has rabbit ears"
1169,"Man passed out on floor, Facing left, you can see his legs and feet, legs up","Man passed out on floor, Facing left, you can see his legs and feet, legs up","Man passed out on floor, Facing left, you can see his legs and feet, legs up"
1170,"man trying to dance, one leg forward, huge leg behind, head back, facing right","man trying to dance, one leg forward, huge leg behind, head back, facing right","man trying to dance, one leg forward, huge leg behind, head back, facing right"
1171,"man in a cradle position, doesn't look like he has legs, he is mostly a big blob","man in a cradle position, doesn't look like he has legs, he is mostly a big blob","man in a cradle position, doesn't look like he has legs, he is mostly a big blob"
1172,"distorted perspective of a man with his arms out, no legs, his form almost looks like the letter T","distorted perspective of a man with his arms out, no legs, his form almost looks like the letter T","distorted perspective of a man with his arms out, no legs, his form almost looks like the letter T"
1173,"man on his knees, both arms stretched out both sides Facing right, you can see part of his leg, and his feet","man on his knees, both arms stretched out both sides, Facing right, you can see part of his leg, his feet","man on his knees, both arms stretched out both [-sides-] {+sides,+} Facing right, you can see part of his leg, [-and-] his feet"
1174,"Man facing the right, arms out like he's asking for food, slightly bent knees no flick","Man facing the right, arms out like he's asking for food, slightly bent knees, no flick","Man facing the right, arms out like he's asking for food, slightly bent knees [-no flick-]"
1175,"Sitting down facing the left, looks passed out You can see his feet","Sitting down facing the left, looks passed out, You can see his feet","Sitting down facing the left, looks passed [-out-] {+out,+} You can see his feet"
1176,"Facing the right side, both arms stretched out like triangles, you can see his feet, Arms are stretched out on both sides","Facing the right side, both arms stretched out like triangles, you can see his feet, Arms are stretched out on both sides","Facing the right side, both arms stretched out like triangles, you can see his feet, Arms are stretched out on both sides"
1177,"Lady asking for food, facing the right, dress flicked up","Lady asking for food, facing the right, dress flicked up","Lady asking for food, facing the right, dress flicked up"
1178,"Blob man, body is shaped almost like a T with one triangle arm on the right side, No feet, Head facing straight","Blob man, body is shaped almost like a T with one triangle arm on the right side, No feet, Head facing straight","[-Blob man,-]body is shaped almost like a T with one triangle arm on the right side, No feet, Head facing straight"
1179,"Bad dancing man, left arm is up, head is tilted downwards on the right side, one foot is slightly raised","Bad dancing man, left arm is up, head is tilted downwards on the right side, one foot is slightly raised","Bad dancing man, left arm is up, head is tilted downwards on the right side, one foot is slightly raised"
1180,"Looks like he is falling back, both arms raised up like he scored a goal, falling to the left side,","he is falling back, both arms raised up like he scored a goal, falling to the left side","[-Looks like-]he is falling back, both arms raised up like he scored a goal, falling to the left [-side,-] {+side+}"
1181,"Dancing person with right arm raised, head is tilted down to the left, big blob leg on the left side","Dancing person with right arm raised, head is tilted down to the left, big blob leg on the left side","Dancing person with right arm raised, head is tilted down to the left, big blob leg on the left side"
1182,"Balancing on one leg and facing the left, two triangle arms on the left side, head is facing straight forward","Balancing on one leg and facing the left, two triangle arms on the left side, head is facing straight forward","Balancing on one leg and facing the left, two triangle arms on the left side, head is facing straight forward"
1183,"Looks like a man wearing a robe and reading a bible, facing the left side, no legs or feet, hands out on the left side","a man wearing a robe and reading a bible, facing the left side, no legs or feet, hands out on the left side","[-Looks like-]a man wearing a robe and reading a bible, facing the left side, no legs or feet, hands out on the left side"
1184,"Bunny ears on the head, kneeling down facing the right","Bunny ears on the head, kneeling down facing the right","Bunny ears on the head, kneeling down facing the right"
1185,"Man with no arms or legs, facing straight forward like a blob almost! Great job you guys thank you!","Man with no arms or legs, facing straight forward like a blob almost","Man with no arms or legs, facing straight forward like a blob [-almost! Great job you guys thank you!-] {+almost+}"
1186,"Bunny ears man, facing right, seated","Bunny ears man, facing right, seated","Bunny ears man, facing right, seated"
1187,"Passed out man facing left, knees up, feet down","Passed out man facing left, knees up, feet down","Passed out man facing left, knees up, feet down"
1188,"Kneeling man, facing forward, no arms, foot poked out to the right","Kneeling man, facing forward, no arms, foot poked out to the right","Kneeling man, facing forward, no arms, foot poked out to the right"
1189,"Ice skater, head and arms to the left, foot poked out to the right","Ice skater, head and arms to the left, foot poked out to the right","Ice skater, head and arms to the left, foot poked out to the right"
1190,"standing man, facing left, looks like he's reading a book","standing man, facing left,  he's reading a book","standing man, facing left, [-looks-] {+""looks+} like he's reading a [-book-] {+book""+}"
1191,"Zombie dancer, arms left, head bowed to the right standing on one foot","Zombie dancer, arms left, head bowed to the right, standing on one foot","Zombie dancer, arms left, head bowed to the [-right-] {+right,+} standing on one foot"
1192,"Kneeling man, one hand out to each side, one foot poked out to the left","Kneeling man, one hand out to each side, one foot poked out to the left","Kneeling man, one hand out to each side, one foot poked out to the left"
1193,"Blob man, standing straight up, one hand to the right slightly","Blob man, standing straight up, one hand to the right slightly","Blob man, standing straight up, one hand to the right slightly"
1194,"kneeling man facing right, hands out to the right, no flick","kneeling man facing right, hands out to the right, no flick","kneeling man facing right, hands out to the [-right, no flick-] {+right+}"
1195,"Dancer facing right, arms to the right, one huge leg out to the left","Dancer facing right, arms to the right, one huge leg out to the left","Dancer facing right, arms to the right, one huge leg out to the left"
1196,"man falling over to the left, arms out on both sides, no feet","man falling over to the left, arms out on both sides, no feet","man falling over to the left, arms out on both sides, no feet"
1197,"lady kneeling to the right, hands out, dress flicked up in the back, facing right","lady kneeling to the right, hands out, dress flicked up in the back, facing right","lady kneeling to the right, hands out, dress flicked up in the back, facing right"
1198,Man lunging to the right arms out each side one foot on floor the other his knee,"Man lunging to the right, arms out each side, one foot on floor, the other his knee","Man lunging to the [-right-] {+right,+} arms out each [-side-] {+side,+} one foot on [-floor-] {+floor,+} the other his knee"
1199,Lady kneeling arms out face right with flick,Lady kneeling arms out face right with flick,Lady kneeling arms out face right with flick
1200,Ice Skater facing left,Ice Skater facing left,Ice Skater facing left
1201,Football scorer top half no legs,Football scorer top half no legs,Football scorer top half no legs
1202,guy with cape matador cape left side stood straight,"guy with cape, matador cape, left side, stood straight","guy with [-cape-] {+cape,+} matador [-cape-] {+cape,+} left [-side-] {+side,+} stood straight"
1203,Guy at lectern reading facing left,Guy at lectern reading facing left,Guy at lectern reading facing left
1204,guy blob knelt no arms or legs showing,guy blob knelt no arms or legs showing,guy blob knelt no arms or legs showing
1205,Yaaaaay BUNNY EARS!,BUNNY EARS,[-Yaaaaay-]BUNNY [-EARS!-] {+EARS+}
1206,Man sat on floor sleeping knee up foot on ground,Man sat on floor sleeping knee up foot on ground,Man sat on floor sleeping knee up foot on ground
1207,dancer moving toward the right head and hands up small foot forward big leg behind,"dancer moving toward the right, head and hands up, small foot forward, big leg behind","dancer moving toward the [-right-] {+right,+} head and hands [-up-] {+up,+} small foot [-forward-] {+forward,+} big leg behind"
